ah	aa
pride	qab
have	qab
catching	qabad
organize	qabanqaabi
arrangement	qabanqaabo
handful	qabatin
servant	qabbaan
bullet	qabbad
accept	qabbil
hobble	qabbir
possession	qabid
clan	qabiilo
watercooling	qaboojis biyood
aircooling	qaboojis dabayleed
refrigerator	qaboojiye
cold	qabow
swindle	qabqab
refreshments	qabqaboow
grave	qabri
completed	qabsan
accord	qabuul
arrogant	qabweyn
arrogance	qabweyni
prostitute	qabxad
prostitute	qabxo
tribalism	qabyaalad
incompleteness	qabyo
mouthful	qac
insult	qadaf
clarity	qaddacnaan
respect	qaddari
underestimate	qaddarjebi
rug	qaddiifad
antiquity	qadduun
lunch	qadee
insulted	qadfan
ancient	qadiimi ah
ancient	qadiimisan
lunch	qado
kidnap	qafaal
kidnapping	qafaal
captured	qafaalan
coop	qafas
lock	qafil
locked	qafilan
coop	qafis
surprise	qaflad
difficulty	qahar
coffee	qahwe
cucumber	qajaar
crackling	qajajac
often	qajeel
jaw	qal
foreign	qalaad
fault	qalad
turmoil	qalalaase
lemur	qalami
discouragement	qalbijab
discourage	qalbijebi
consolation	qalbi qaboojis
wrong	qaldan
butcher	qale
skeleton	qalfoof
shell	qalfoon
pens	qalimmo
pen	qalin
graduation	qalinjebin
dry	qallalan
dryness	qallallaan
dryness	qallayl
hardness	qalleyf
inverted	qalliban
bentness	qallooc
refraction	qallooca ilayska
bent	qalloocan
bend	qallooci
tilted	qalloocsan
coinsmith	qalmashube
arrange	qalqaali
organizer	qalqaaliye
liveliness	qalqaalli
arrangement	qalqaalo
twist	qalqallooci
wheat	qamadi
ferment	qamiir
worry	qammi
thickness	qan
tail	qanaan
convince	qanci
lukewarm	qandacsan
contract	qandaraas
nits	qandhicil
flea	qandhiso
pinch	qandhuufo
pinch	qandhuufo
lukewarmness	qandiir
benefit	qaneecaad
riches	qaniimad
bite	qaniin
disinfecting	qaniinlayn
bite	qaniinyo
wealth	qaninnimo
hoof	qanjaaful
sambuc	qanjad
pinch	qanjaruufo
pinch	qanjiiri
pinch	qanjiiro
gland	qanjir
halfcooked	qanjirsan
anthrax	qanjo
thick	qanweyn
slender	qanyar
bloodrelations	qaraabo
decision	qaraar
Qarad	Qarad
nationalize	qaramee
national	qarameed
nation	qaran
anteater	qarandi
cloves	qaranfuul
nationhood	qarannimo
drown	qaraq
plenty	qaraq
bile	qaras
blast	qarax
explode	qarax
urgency	qarbaqarbo
paper	qardaas
trouble	qardabo
thick	qardan
thickness	qardanaan
borrow	qardayso
amulet	qardhaas
scissors	qardhabo
offend	qardoofee
harm	qardoofo
watermelon	qare
attorney	qareen
cinnamon	qarfe
hide	qari
grain	qariid
hiding	qarin
stink	qarmuun
shoulder	qarqar
curled	qarqaroofan
shivering	qarqaryo
shock	qarracan
sunk	qarraqan
shatter	qarrar
hiding	qarsasho
bottle	qarshad
hider	qarshe
Karshee	Qarshe
crystal	qarshi
Crystal	Qarshi
hidden	qarsoon
secrecy	qarsoonaan
bottle	qaruurad
explosion	qarxad
explode	qarxi
shot	qarxin
detonator	qarxiye
explode	qarxo
fortuneteller	qaryaan
village	qaryad
confusion	qas
washed	qasaalan
jellyfish	qasaanqas
Medusasp	qasaanqas
force	qasab
sugarcane	qasab
tin	qasac
can	qasacadee
canned	qasacadeysan
aim	qasad
intention	qasdi
disgust	qashaafo
debris	qashin
husk	qashir
cashier	qasnaji
palace	qasri
bolt	qataar
bewitched	qataaran
lack	qatooyo
precipice	qaw
rules	qawaaniin
room	qawlad
nationalism	qawmiyad
brackets	qawsayn
flight	qax
prostitute	qaxaab
prostitute	qaxaabad
prostitution	qaxaabnimo
difficulty	qaxar
prostitute	qaxbad
prostitute	qaxbo
evacuated	qaxsan
shell	qayax
memorize	qayb
dividing	qaybin
dissidence	qaybqayb
divided	qaybsan
dividing	qaybsasho
estimate	qayd
change	qayir
change	qayir
shout	qayli
shout	qaylo
cost	qayme
evaluate	qaymee
value	qaymi
law	qaynuun
peer	qayr
clear	qeexan
share	qeyb
club	qeydin
law	qeydo
rule	qeynuun
agemate	qeyr
smoke	qiic
smoke	qiic
value	qiimad
evaluation	qiimays
price	qiime
devaluation	qiimedhac
value	qiimo
valuable	qiimo leh
smoke	qiiq
smoke	qiiqaab
teargas	qiiqa ilmada keena
teargas	qiiqa indhaha
steam	qiiqbiyood
nits	qindhicil
acknowledgement	qiraal
acknowledging	qirasho
paper	qirdaas
breadth	qiro
story	qiso
storytelling	qisood
underestimation	qiyaasdhin
manylayered	qobtolan
stick	qod
digging	qodaal
farmers	qodato
seaurchin	qodaxbadeed
digging	qodniin
biography	qofkahadal
who	qofma
personality	qofnimo
tribalism	qolannimo
contained	qolaysan
bedroom	qolka hurdada
flow	qolqol
shrinking	qombob
shrink	qonbob
shrunken	qonbobsan
moisten	qoo
hobble	qoofal
bend	qoolaab
bend	qoolaab
bent	qoolaaban
room	qoolad
haltered	qoolan
repent	qoomammee
repentance	qoomammo
limp	qoombi
people	qoon
limping	qoonbin
play	qooq
neck	qoor
gelding	qooraggoy
necktie	qoorxir
soak	qoosh
timber	qor
write	qor
writer	qoraa
writing	qoraal
writer	qore
cinnamon	qorfe
wooden	qori ah
enrollment	qorid
woodcarver	qorixarar
cloves	qoronful
sun	qorrax
sunrise	qorraxbax
sunset	qorraxdhac
east	qorrax ka soo bax
planet	qorraxkusidkane
west	qorraxsin
dawn	qorraxsoobax
distribute	qorriimee
planning	qorshayn
plan	qorshe
planner	qorsheeye
plan	qorsheys
planned	qorsheysan
woodworker	qoryaqore
goad	qoryee
laugh	qosol
laugh	qosol
titter	qosolgariir
base	qoto
deeprooted	qoto dheer
room	qowlad
bandit	qowle
banditry	qowleysasho
bandits	qowleysato
nationalism	qowmiyad
destitution	qowsad
moisture	qoyaan
wetness	qoyanaan
spill	qub
dome	qubbad
bath	qubeys
soft	quble
tortoise	qubo
acceptance	qubuul
graves	qubuuro
tomb	qudbad
tomb	qudbi
ladle	qudde
Jerusalem	Quddus
self	qudh
ants	qudhaanyo
die	qudhbax
putrid	qudhunsan
ability	qudrad
Jerusalem	Quds
miser	qudur
astonishment	quduro
emptied	qufan
excavation	qufnaan
pardon	qufraan
lock	quful
prick	qujee
larynx	qulaanqulye
disturb	qulbi
trouble	qulqulad
gloom	qulub
disturbed	qulubsan
coconutgrater	qumbahool
bomb	qumbulad
straightness	qummaati
clearcut	qumman
straightness	qummanaan
relapse	qunbacasho
coconutgrater	qunbahoole
handgrenade	qunbuladda gacanta
bits	qunjuraaf
consul	qunsul
consulate	qunsulaato
consulate	qunsuliyad
leisurely	qunyar
breakfast	quraac
breakfast	quraaco
Koran	Qur'aan
die	qurbax
behead	qurgoo
decomposition	qurmid
stinkingness	qurmuunaan
edge	qurqur
corn	qurtumo
bit	qurub
stink	qurun
putrid	qurunsan
coins	quruush
beauty	qurux
beautiful	qurux badan
beautiful	qurux leh
beautiful	quruxsan
beautify	qurxi
decoration	qurxin
beautiful	qurxoon
beauty	qurxoonaan
appreciate	qushuuc
food	quud
eating	quudasho
belittle	quudhso
feed	quudi
belittle	quurso
discouragement	quus
dive	quus
diver	quuse
power	quwad
strengthen	quwee
strength	quwo
rearguard	raacdarreeb
chase	raacdee
companionship	raacid
followers	raaciye
following	raacsan
follower	raacsane
radar	raadar
search	raadin
radio	raadiye
bewitch	raadqaad
trail	raadraac
hoof	raaf
Raghe	Raage
delay	raagid
impatience	raagsasho
delay	raagsiinyo
Xray	raaji
delay	raaji
delaying	raajin
Xray	raajo
appease	raalligeli
obedience	raallinnimo
loyalty	raalliyannimo
tangles	raamo
dangle	raarac
cape	raas
capitalist	raasammaali
capital	raasummaal
narrator	raawi
enjoyment	raaxaysad
pleasure	raaxo
Raho	Raaxo
convenient	raaxo leh
testicle	raay
testicles	raayo
settlement	rabadin
trouble	rabash
trouble	rabash
jump	rabbaas
educate	rabbee
education	rabbeeyn
tamed	rabbeeysan
Master	Rabbi
desire	rabitin
desire	rabniin
guano	rabshi
public	raciyad
blunt	radeeb
bluntness	radeeb
blunt	radeeban
bluntness	radeebnaan
grinding	radqid
struggle	rafaad
struggle	rafaad
oppression	rafaadin
struggling	rafaadsan
knead	rafaaji
knead	rafaaq
propellor	rafaasad
appeal	rafcaan
friend	rafiiq
comradeship	rafiiqnimo
staircase	ragaad
gunmen	rag hubeysan
frog	rah
pawn	rahan
pawn	rahan
pledged	rahman
chief	ra'iis
barber	ra'iisle
regression	rajci
hope	rajo
cheap	rakhiisan
assemble	rakib
assembled	rakiban
platform	rako
painter	ranjiye
grind	raqad
dirt	raqas
ground	raqdan
cheap	raqiis ah
trot	raqlee
burden	rar
load	rar
loaded	raran
loading	rarid
ammunition	rasaas
dirty	rasan
stacked	rasaysan
stack	rasee
Rasheed	Rashiid
Rasheeda	Rashiido
untidiness	rasi
heaviness	rasiin
informal	rasmi ahayn
prophethood	rasuulnimo
herd	raxan
compassionate	raxiim
Rahima	Raxiimo
bookstand	raxli
Rahma	Raxma
kindness	raxmad
succeed	ray
civilian	rayad
cripple	rayfe
thought	ra'yi
think	ra'yiyee
instep	raysmaggaadho
department	rebaarto
win	ree
leaving	reebniin
side	reed
grunt	reen
nomads	reer guuraa
hope	rejo
paint	renji
painter	renjiile
painted	renjiyan
nannygoat	ri'
denseness	rib
profit	ribix
usury	ribo
vertebra	ricir
throwing	ridasho
apostasy	riddo
shooting	riddo
apostatize	riddoob
grind	ridiq
throwing	ridniin
ground	ridqan
plucked	rifan
pluck	rifo
scurvy	rigaax
hem	rigrigo
rig	riig
shake	riiji
wind	riix
push	riix
record	rikoor
accept	rillee
satisfaction	rillo
womb	rimmay
trailer	rimoor
paint	rinji
paint	rinji
painter	rinjile
paint	rinjiyee
painted	rinjiyeysan
womb	rixim
relatives	rixin
joy	riyaaq
scurvy	riyaax
dream	riyo
dream	riyood
trade	rogrogo
rocket	roket
rain	roob
Roble	Rooble
raingauge	roobqiyaas
Rhoda	Rooda
forbid	rookee
refusal	rooko
Rome	Rooma
God	Roone
improve	roonee
stampede	roori
bread	rooti
vagabond	rowle
quarter	rubac
rupee	rubbad
quarter	rubi
quarter	rubuc
jog	rucle
jog	ruclee
bunch	rucub
bite	rudmo
plait	ruduc
rub	rug
pillar	rugni
dregs	rugrug
uproot	ruji
permit	rukhsad
steady	rukuman
pillar	rukun
bow	rukuuc
believing	rumaysan
belief	rumaysnaan
pomegranate	rummaan
brushed	rummayan
certainly	run ahaan
truth	runnimo
Rukia	Ruqiya
leave	ruqsad
throughpass	ruqsadda marxirka
release	ruqsayn
dismiss	ruqsee
sprayed	rushaysan
spray	rushee
log	ruud
gnaw	ruug
knee	ruug
wool	ruumi
home	ruun
Roon	Ruun
suck	ruuq
soul	ruux
die	ruuxbax
play	ruwaayad
Ruweida	Ruweydo
shake	rux
shaking	ruxad
shaking	ruxitaan
shake	ruxo
then	saa
because	saa
ribcage	saab
furniture	saabaan
cheat	saabil
soap	saabuun
hour	saac
provisions	saad
prediction	saadaal
predict	saadaali
chest	saaddo
travel	saafir
ascetic	saahid
bravery	saajacnimo
sergeant	saajin
Salem	Saalim
defecate	saalood
furniture	saamaan
hides	saaman
forgive	saamax
pardon	saamax
effect	saamays
share	saami
proportion	saamigal
cartridge	saanad
misfortune	saancaddo
lag	saandambeedi
toddler	saanqaad
characteristics	saansaan
placing	saarid
putting	saarniin
missile	saaruukh
guess	saawee
friend	saaxiib
friendship	saaxiibnimo
coast	saaxil
magician	saaxir
Siberia	Saaybeeriya
oars	saayib
extra	saayid
comfort	sabaali
time	sabaan
fritter	sabaayad
crowbar	sabarad
safety	sabatabbax
dye	sabbakh
dye	sabbakh
dyed	sabbakhan
float	sabbee
dye	sabbikh
patience	sabbur
clap	sabci
raisins	sabiib
comfort	sabri
cow	sac
applaud	sacabdar
applause	sacabdarid
applaud	sacabtun
clap	sacbi
Sadia	Sacdiya
Saeed	Saciid
Saeeda	Saciida
chief	saciim
senile	sacsacan
senility	sacsacnaan
Saudi	Sacuudi
fatigue	sadaado
motherofpearl	sadaf
charity	sadaqad
almsgiving	sadaqaysad
three	saddex
third	saddexaad
triangle	saddexagal
sergeant	saddex alifle
triangle	saddexgees
thirteen	saddex iyo toban
praise	sado
line	saf
journey	safar
travel	safar
clean	safee
cleaner	safeeye
cleaning	safeyn
clean	safeysan
imbecile	safiih
ambassador	safiir
masonite	safiito
epidemic	safmar
fasting	safradaysan
nine	sagaal
dikdik	sagaaro
ninety	sagaashan
ninetieth	sagaashanaad
rancor	sagan
Sahal	Sahal
scout	sahamiye
survey	sahan
explored	sahansan
easy	sahlan
easiness	sahlanaan
Sarah	Sahra
Zion	Sahyuun
Zionist	Sahyuuni
Zionism	Sahyuuniyad
Zaire	Sa'iir
cigarette	sakareed
intoxicate	sakhraami
intoxication	sakhraamid
drunkeness	sakhraannimo
drunk	sakhraansan
prayer	salaad
Salada	Salaado
goodbye	salaama
greet	salaan
weapons	salab
arm	salabee
Ophiuchussp	salammadle
shouting	salaw
confirmed	salaysan
sultanate	saldano
Solomon	Saleebaan
sulphur	salfar
thoughtless	salfudud
researcher	salgaar
research	salgaar
unsteadiness	salgan
extinction	salguur
cross	saliib
tweezer	saliibo
do	sallax
platform	sallo
Salma	Salma
parched	saloolan
base	salsal
Salugla	Saluugla'
microphone	samaacad
time	samaan
goodwill	samaddoon
time	saman
safety	samatabbax
save	samatabbixi
Samatar	Samatar
peacemaker	samawade
spearshaft	samay
doing	samayn
done	samaysan
fool	sambac
sample	sambal
rhinitis	samboor
samosa	sambuusi
kindness	same
production	sameyn
goodness	sami
resigned	samirsan
dizziness	sammaad
Zamzam	Samsam
good	san
nose	san
boxes	sanaadiiq
squid	sanaani
year	sanad
anniversary	sanagguuro
idol	sanam
superstition	sanan
blessedness	sancanaan
sandalwood	sandal
force	sandullee
forced	sandulleysan
nosebleed	sangoror
year	sannad
annual	sannadeed
anniversary	sannadguuro
invent	sannif
invention	sannif
invention	sannifaad
created	sannifan
year	sano
symptom	sansaan
box	santuukh
coin	sanuud
sauce	sanuunad
roof	saqaf
midnight	saq-dhexe
leather	sar
mirage	saraab
sawfish	saraacimo
Pristissp	saraacimo
prediction	saraad
predict	saraad
officers	saraakiil
foresee	saraayee
anticipation	saraayo
groin	sarac
cut	saran
vulture	sarantoos
epilepsy	sarco
nap	sardho
supreme	sare
upwards	sare ... u
raise	sare u qaad
officer	sargaal
fence	sariibad
bed	sariir
officer	sarkaal
private	sarkaal kuxigeen
private	sarkaal xigeen
woodworker	sarmale
slit	sarmo
slitting	sarniin
misunderstand	sarqaalibo
chest	sarrax
wheat	sarreen
Triticumsp	sarreen
head	sarreeye
changed	sarrifan
devaluation	sarrifdhac
selfrespect	sarriig
scarified	sarsaran
assuage	sasab
flatter	sasabo
crush	sashuuq
startle	sasi
rockets	sawaariikh
coast	sawaaxil
cry	sawax
voice	sawd
fool	sawir
foolishness	sawirnimo
hallucinate	sawiro
wife	sawjad
correct	sax
journalism	saxaafad
desert	saxaara
coffer	saxaarad
journalist	saxafi
corrected	saxan
distress	saxariir
suffer	saxariir
miserable	saxariirsan
excrement	saxaro
defecate	saxarow
rectifier	saxeeye
signature	saxiix
sign	saxiix
signed	saxiixan
plate	saxni
correction	saxniin
health	saxo
husband	say
Zaire	Sayiir
Zaire	Sayire
science	saynis
scientist	saynisyahan
cover	saynsaab
splash	sayr
splashed	sayran
splashing	sayrin
rocket	sayruukh
guava	saytuun
time	seben
baby	sebi
babyhood	sebinnimo
praise	sedo
how	see
oar	seeb
tendon	seed
sword	seef
impetuosity	seeflabboodnimo
swordfish	seefle
hornless	seenyoon
hornlessness	seenyoonaan
limit	seer
whistle	seeri
saucer	seesar
idiot	segeger
time	semen
Senegal	Senegaal
superstition	senen
cent	senti
Centigrade	sentigreed
centimeter	sentimitir
edge	serji
circuit	serked
Seidean	Seydiin
Zeinab	Seynab
guava	seytuun
stamp	shaabbad
resemblance	shaabbah
resemble	shaabbah
whip	shaabuush
glare	shaac
reveal	shaacbixi
comedian	shaaciroole
shirt	shaadh
wheel	shaag
tea	shaah
tea	shaahi
witness	shaahid
shampoo	shaambo
sieve	shaandho
worker	shaaqi
shirt	shaar
moustache	shaarib
moustache	shaarub
mane	shaash
shirt	shaati
pullover	shaayad
youthfulness	shabaabnimo
window	shabaako
rustle	shababax
shooting	shabbaax
targetpractice	shabbaaxtan
stamp	shabbadee
resemblance	shabbah
people	shacab
people	shacbi
scrap	shadfad
chest	shaf
reap	shaf
favor	shafeec
step	shagcad
certificate	shahaadad
diploma	shahaado
month	shahar
martyr	shahiid
amazement	shahmaad
Shahmad	Shahmaad
semen	shahwad
semen	shahwo
bravery	shajaacnimo
hobblingrope	shakaal
hobble	shakaal
hobbled	shakaalan
crammed	shakaran
person	shakhsi
personality	shakhsiyad
doubt	shaki
doubtful	shakisan
suspiciousness	shakisnaan
yesterday	shala
yesterday	shalay
yesterday	shalayto
remorse	shallay
regret	shallayto
comb	shallo
saddlecloth	shalmad
nets	shamaag
cement	shamiintee
cement	shamiito
fill	shammir
bedroom	shamrad
sunlight	shamso
Shamso	Shamso
collect	shamuum
five	shan
force	shan
fifth	shanaad
suitcase	shandad
way	sha'ni
fifteen	shan iyo toban
comb	shanlo
noise	shanqar
sound	shanqar
working	shaqayn
work	shaqee
labor	shaqeeysi
decorated	shaqlan
work	shaqo
unemployment	shaqola'aan
unemployment	shaqoli'i
hiring	shaqoqorid
underemployment	shaqoyaraan
evil	shar
prositutes	sharaamiid
beauty	sharaf
honor	sharaf
dishonor	sharafdhac
dishonor	sharafjab
explanation	sharax
explain	sharax
loathe	sharayso
legal	sharci ah
legislation	sharcidejin
legalize	sharciyee
stipulation	shardi
Shardi	Shardi
conditional	shardiley
blocked	shareeran
Sharif	Shariif
Sharifa	Shariifo
Sharmarke	Sharmarke
prostitution	sharmuutaysi
prostitute	sharmuuto
syrup	sharoobo
sound	sharqan
experiment	sharrib
honor	sharrif
outwit	shataar
cunning	shataarad
permit	shati
perhaps	shaw
cadger	shaxaad
dandy	shaxartaan
miser	shaxiix
freight	shaxnad
goody	shaxshax
thing	shay
laboratory	shaybaar
devil	shayddaan
tell	sheeg
telling	sheegid
telling	sheegis
tale	sheeko
accelerator	sheellare
accelerate	sheellaree
hernia	sheelo
repetition	sheelsheel
shyness	sheex
prostitute	sheglad
mask	shereero
silence	shib
silent	shibban
poem	shicir
firewood	shidaal
burn	shidan
alight	shidan
disturb	shiddee
nuisance	shiddo
stammer	shig
millstone	shiid
milled	shiidan
fry	shiil
fried	shiilan
frying	shiilliin
China	Shiina
stink	shiir
hourglass	shiishad
shyness	shiix
accident	shil
shilling	shilin
cylinder	shilindaar
fatness	shilisnaan
bird	shinbir
bees	shinni
expectation	shinsad
expect	shinso
forbid	shir
time	shir
partners	shiraako
tarsus	shiraanshirix
Shiree	Shire
symposium	shirka cilmiga
company	shirkad
company	shirko
when	shirma
conspiracy	shirqool
Shirwa	Shirwac
convention	shirweyne
fatness	shishlaan
cargo	shixnad
elegance	shoob
dandy	shoobe
elegant	shoobsan
measuringcup	shood
policestation	shooki
boast	shool
funnel	shoolad
but	show
window	shubaako
pancake	shubaal
diarrhea	shuban
pouring	shubasho
liquid	shubme
pouring	shubniin
bunch	shucub
sentiment	shucuur
driver	shufeer
robber	shufto
gratitude	shugri
thanks	shugrinnaq
courting	shukaansi
pleat	shulshul
pleat	shulshul
pleated	shulshulan
kiss	shummayn
kiss	shummee
kiss	shummi
kiss	shummin
kiss	shummis
busy	shuqlan
work	shuqul
partners	shuraako
stink	shuruf
spite	shurug
partnership	shurugnimo
conditions	shuruud
communism	shuucinimo
Shune	Shuun
perspire	shuuq
haughtiness	shuurin
drizzle	shuux
drizzle	shuux
drizzle	shuxshux
manner	si
abundantly	si badan
slip	sibiibixo
clearly	si cad u
tariff	sicirgoyn
carry	sid
like	sida
such	sidaa
thus	sidaan
thus	sidan
slip	sidbo
eight	siddeed
eighth	siddeedaad
eighty	siddeetan
eightieth	siddeetanaad
handle	siddo
how	sidee
zero	sifir
almost	siga
cigarette	sigaar
cigarette	sigaarad
smoke	sigaar cab
signal	signaal
enclosure	siibad
referee	siidhiwale
tweezer	siidimo
emigration	siidoolnimo
masturbation	siigaysasho
masturbation	siigaysi
masturbate	siigayso
dust	siigo
vagina	siil
bucket	siilad
gift	siin
ornament	siinad
decorate	siinee
rate	siir
nature	siiro
Seychelles	Siishalis
dust	siiso
anyway	sikasta
somehow	si kasta
knifesharpener	sikhile
generosity	sikhinnimo
shift	siki
weapons	silaax
hardship	silac
miserable	silacsan
unexpectedly	si la ma filaan
hardship	silic
torture	silicdilyo
wire	silig
silicon	silikoon
strange	sillan
strangeness	sillanaan
strange	silloon
chain	silsilad
bracelet	silsiladda gacanta
Zimbabwe	Simbaabwe
regulator	sime
equalization	simid
seminar	siminaar
price	sinaad
adultery	sinaysi
slip	sinbiriirixo
slip	sinbiriirixo
atheist	sindiiq
origin	sinji
ginger	sinjibiil
zinc	sink
smoothness	sinnaan
price	sinni
sesame	sinsin
improperly	si qaabdaran
secret	sir
deceive	sir
Sirad	Siraad
lit	siraadan
crookedness	sirgax
noose	siriq
strangling	sirir
strangle	siriri
slip	sisibo
sesame	sisin
intentionally	si u la kac ah
anyway	si uun
well	si wanaagsan
sailboat	sixiimad
magic	sixir
counterspell	sixirfur
wizard	sixirrow
plate	sixni
health	sixo
bewitched	sixran
poorly	si xun
ways	siyaabo
Siad	Siyaad
addition	siyaado
methods	siyaalo
politician	siyaasi
politics	siyaaso
travel	socdaal
Sodal	Socdaal
dorado	socoobaan
walking	socosho
travel	socotee
journey	sodcaal
thirty	soddon
thirtieth	soddonaad
sodium	sodiyam
nearness	sokay
relative	sokeeye
sugar	sokor
grill	sol
grilled	solan
sugar	sonkor
diabetes	sonkorow
yam	sonkorqandi
displaying	soobandhig
separate	soocan
selection	soocanti
import	soo deji
importer	soodejiye
imported	soo dhoofsan
import	soo dhoofso
welcome	soo dhowow
immigration	soodoolnimo
sharpened	soofaysan
knifesharpener	soofe
Soviet	Soofiyeeti
stretch	soog
buy	soo gad
importing	soogelin
stretchedness	soognaan
relay	soo gudbi
weave	sooh
wind	sooh
plaited	soohan
boundary	soohdin
buy	soo iibi
propose	soo jeedi
Somalis	Soomaali
Somalihood	Soomaalinnimo
Somalia	Soomaaliya
Somalize	soomaaliyee
Somali	Soomaaliyeed
fasting	soomman
zone	soone
fool	soonge
mongoose	soongur
return	soo noqo
distribute	soor
entertain	sooryee
production	soosaarid
productivity	soo saaridda tacabka
obtain	soo xerageli
shouting	sooyaan
shout	sooyaan
but	sow
Sawda	Sowda
ghee	subag
morning	subax
Sudan	Sudaan
wandering	sudeef
nausea	sudeex
zero	sufur
waiting	sugaal
waiting	sugid
indicative	sugidley
waiting	sugis
wait	sugitaan
butcher	sugiye
Sugule	Sugulle
second	sugunto
sultan	suldaan
Suldan	Suldaan
sultanate	suldaannimo
Suleka	Suleekha
Solomon	Suleymaan
lineage	sullan
steel	sulub
smoothness	sulubi
slip	sulxo
studram	sumal
poisoning	sumayn
poisoned	sumaysan
prestige	sumcad
poison	sumee
branding	summadayn
trademark	summadda ganacsiga
teargas	sunindhood
eyebrows	sunnayaal
eyebrow	sunni
branded	suntan
neck	sur
hung	suran
Sureer	Sureer
shock	surrucaad
trousers	surweel
defense	suti
good	suubban
made	suubsan
Sufi	Suufi
Sufia	Suufiya
literature	suugaan
sauce	suugo
thumb	suulgember
thumb	suulgummud
odor	suun
market	suuq
jewelry	suuqad
marketing	suuqgelin
marketing	suuqgeyn
symmetry	suur
appearance	suurad
feasibility	suuraggelin
Syria	Suuriya
possibility	suuro
possibility	suurow
faint	suux
fainting	suuxdin
anesthetic	suuxin
anesthetist	suuxiye
Suez	Suweeys
newsman	suxufi
journalism	suxufinnimo
elbow	suxul
plates	suxuun
follower	taabac
contact	taabad
success	taabbaggud
weak	taagdaran
support	taageer
supporting	taageerid
support	taageero
moan	taah
moan	taah
wealthiness	taajirnimo
Tajira	Taajiro
help	taakulee
help	taakulo
amass	taallee
monument	taallo-xusuuseed
complete	taam
tent	taambuug
plan	taan
tank	taangi
tennis	taanis
tangent	taanjenti
messenger	taarash
history	taariikh
historical	taariikh leh
historian	taariikhqore
historian	taariikhyahan
that	taas
think	taawi
griddle	taawo
organize	tabaabulee
organization	tabaabulyo
prepare	tabaabushee
organizer	tabaabusheeye
preparation	tabaabusheyn
tobacco	tabaako
needy	tabaalaysan
train	tababbar
trained	tababbaran
apprentice	tababbarle
negative	taban
help	tabantaabi
reinforce	tabaree
strength	tabaro
weakness	tabaryari
labor	tabcid
miss	tabo
emigrate	tacabbir
productivity	tacabdhal
educate	tacliimi
knowledge	tacliin
educated	tacliinsan
comment	tacliiq
punishment	tacsiir
thigh	taf
explanation	tafaasiir
explain	tafsiir
support	tagaabo
fleas	tagfi
taxi	tagsi
compulsion	tahbiib
attempt	tahli
Tehran	Tahraan
gadfly	takar
flea	takfi
stumble	takhantakhow
delay	ta'khiir
fine	takhsiir
doctor	takhtar
dentist	takhtarka ilkaha
doctorhood	takhtarnimo
pure	takhti
femur	takoorin
taxi	taksi
moan	talal
moan	talal
exchange	talantaalli
telephone	taleefan
stake	talfiiq
federation	taliswadaag
leader	taliye
vaccinate	tallaal
innoculated	tallaalan
hesitation	tallan
decision	talo
Italy	Talyaani
strength	tamar
generator	tamariye
strength	tamaro
stroll	tamashlee
support	tammiin
price	tammin
pistol	tammuujad
exercise	tamriin
this	tan
ton	tan
wealthiness	tanaadnimo
since	taniyo
shouting	tannaago
Tanzania	Tansaaniya
punch	tantoonyo
push	taqaantaqi
religious	taqi
imitation	taqliid
fine	taqsiir
unadulterated	taqti
strength	taqwad
piety	taqwo
thigh	tar
trolley	taraam
slip	taraarax
group	tarab
argue	taraddan
confrontation	taraddan
multiply	taran
transistor	taransistar
sterilization	tarantirid
exaggeration	tardhaaf
train	tareen
ability	tarid
translate	tarjim
translated	tarjiman
translating	tarjimid
translate	tarjum
translated	tarjuman
translator	tarjume
translation	tarjumo
translate	tarjun
reproduction	tarmid
thermos	tarmuus
crack	tarrar
crack	tarrar
shatter	tarrari
dilute	tarrax
diluted	tarraxan
tear	tarriiq
delirium	tarsaasi
tender	tartangal
pictures	tasaawiir
ignore	tasee
thrift	tashiil
economize	tashiilo
custom	tastuur
image	taswiir
stature	tatab
push	tataji
purpose	tawaan
lamentation	tawaawac
complain	tawaawac
worry	tawal
worry	tawal
towel	taweel
symptom	tawin
origin	tawl
revolution	tawrad
antirevolutionary	tawraddiid
revolutionary	tawri
precaution	taxaddar
careless	taxaddarla'
care	taxadir
misinterpreting	taxriifin
shouting	tayaago
mine	taydii
Thailand	Tayland
quality	tayo
feel	teb
help	teegaar
assistant	teegaare
sparseness	teelteel
tennis	teenis
tetanus	teetane
going	tegid
technology	tegnoloji
technology	tegnolojiyo
technicolor	teknikalar
technology	teknoolojiyad
teleprinter	teleberentar
television	telefishen
television	telefisyoon
telephone	telefoon
telex	telekis
value	temmin
tender	tendar
thermometer	termuumi
thermos	termuus
braided	tidcan
braiding	tidcid
braid	tidic
explanation	tifaftir
precise	tifaftiran
drop	tifiq
drip	tifiq
drip	tifiqlee
cinched	tigtigan
striving	tiigsad
reinforce	tiil
team	tiim
dive	tiinbasho
griefstricken	tiiraanyaysan
sadness	tiiraanyo
grief	tiiraanyood
basis	tiirmud
drizzle	tiix
test	tijaabi
experiment	tijaabin
test	tijaabo
commerce	tijaaro
ticket	tikit
step	tillaabo
indicated	tilmaaman
guide	tilmaame
grudge	timil
memorial	timsaal
moult	tinmood
wedge	tiqraar
wedged	tiqraaran
cancel	tir
numerous	tirabadan
infinity	tiradhaaf
eliminated	tiran
trigonometry	tirignoometeri
computation	tirin
cancellation	tiritaan
counter	tiriye
